,發生時間,發生地點,死亡受傷人數,車種,經度,緯度
70127,108年03月16日 14時50分53秒,宜蘭縣宜蘭市中山路2段口 / 宜蘭縣宜蘭市農權路口,死亡0;受傷1,普通重型-機車;自用-小客車,121.75463400000001,24.747912
70137,108年03月16日 15時08分28秒,宜蘭縣羅東鎮清潭路口 / 宜蘭縣羅東鎮南昌街口,死亡0;受傷1,普通重型-機車,121.77115500000001,24.672072
70153,108年03月16日 15時30分37秒,宜蘭縣宜蘭市聖後街西側 / 宜蘭縣宜蘭市宜興路2段南側,死亡0;受傷1,普通重型-機車;普通重型-機車,121.75879099999999,24.757972
70181,108年03月16日 16時10分20秒,宜蘭縣五結鄉中正路2段9號前0.0公尺附近,死亡0;受傷4,普通重型-機車;普通重型-機車;乘客-人;乘客-人,121.76955500000001,24.694314000000002
70199,108年03月16日 16時33分00秒,宜蘭縣羅東鎮天祥路口 / 宜蘭縣羅東鎮南宜四路口,死亡0;受傷1,普通重型-機車;自用-小客車,121.77603,24.671625
70244,108年03月16日 17時17分06秒,宜蘭縣壯圍鄉壯濱路6段315號前0.0公尺,死亡0;受傷1,普通重型-機車;自用-小客車,121.816823,24.803943
70424,108年03月16日 21時53分00秒,宜蘭縣羅東鎮光榮路口 / 宜蘭縣羅東鎮東宜二路口,死亡0;受傷1,自用-小客車;普通重型-機車,121.7777,24.676679999999998
70438,108年03月16日 22時12分00秒,宜蘭縣宜蘭市公園路427號前0.0公尺,死亡0;受傷1,普通重型-機車;自用-小客車,121.75293700000002,24.739912
70451,108年03月16日 22時40分00秒,宜蘭縣蘇澳鎮蘇濱路2段03-325號燈桿前,死亡0;受傷1,普通重型-機車,121.833044,24.627014000000003
70464,108年03月16日 23時16分00秒,宜蘭縣宜蘭市和睦路口 / 宜蘭縣宜蘭市民權路1段,死亡0;受傷1,普通重型-機車;普通重型-機車,121.755503,24.752249
70496,108年03月17日 01時20分20秒,宜蘭縣礁溪鄉德陽路96號前0.0公尺,死亡0;受傷1,自用-小客車;普通重型-機車,121.76890800000001,24.829064000000002
70554,108年03月17日 07時43分15秒,宜蘭縣宜蘭市大坡路口 / 宜蘭縣宜蘭市茭白一路口,死亡0;受傷1,普通重型-機車;自用-小客車,121.748154,24.773986999999998
70557,108年03月17日 07時50分00秒,宜蘭縣蘇澳鎮中山路1段口 / 宜蘭縣蘇澳鎮冷泉路口,死亡0;受傷1,自用-小客車;普通重型-機車,121.851078,24.596069
70569,108年03月17日 08時05分00秒,宜蘭縣宜蘭市延平路口 / 宜蘭縣宜蘭市七張路口,死亡0;受傷1,普通重型-機車;自用-小客車,121.77920900000001,24.761447
70576,108年03月17日 08時16分41秒,宜蘭縣羅東鎮站前北路1號前0.0公尺,死亡0;受傷1,普通重型-機車;電動自行車-慢車;普通重型-機車;普通重型-機車,121.77396999999999,24.678241
70592,108年03月17日 08時49分00秒,宜蘭縣礁溪鄉淇武蘭路與二龍橋路口,死亡0;受傷1,自用-小客車;普通重型-機車,121.779541,24.808914
70614,108年03月17日 09時22分00秒,宜蘭縣宜蘭市光復路1號前0.0公尺,死亡0;受傷1,遊覽車-大客車;行人-人,121.758068,24.754548
70716,108年03月17日 11時34分21秒,宜蘭縣羅東鎮興東南路232號前0.0公尺,死亡0;受傷1,普通重型-機車;自用-小客車,121.76742,24.674372
70746,108年03月17日 12時04分11秒,宜蘭縣五結鄉五濱路2段201號附近,死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人,121.82547199999999,24.688106
70748,108年03月17日 12時08分00秒,宜蘭縣羅東鎮公正路89巷前0.0公尺北側,死亡0;受傷1,腳踏自行車-慢車;自用-小客車,121.771442,24.678008
70814,108年03月17日 13時20分22秒,宜蘭縣三星鄉三星路1段435號前0.0公尺北側,死亡0;受傷2,普通重型-機車;行人-人,121.717436,24.66994
70845,108年03月17日 14時11分29秒,宜蘭縣礁溪鄉玉龍路1段550號前0.0公尺,死亡0;受傷1,自用-小客車;普通重型-機車,121.786629,24.797713
70869,108年03月17日 14時35分00秒,宜蘭縣宜蘭市泰山路71號東側,死亡0;受傷1,自用-小客車;普通重型-機車,121.745824,24.754115
70876,108年03月17日 14時38分00秒,宜蘭縣員山鄉溫泉路2-1號前0.0公尺,死亡0;受傷1,普通重型-機車;腳踏自行車-慢車,121.714226,24.749658
70877,108年03月17日 14時38分06秒,宜蘭縣頭城鎮新建里新忠路55號前0.0公尺,死亡0;受傷1,普通重型-機車;自用-小客車,121.82341399999999,24.856097000000002
70894,108年03月17日 15時08分00秒,宜蘭縣冬山鄉義成路1段33號前0.0公尺東側,死亡0;受傷1,普通重型-機車,121.78683600000001,24.634665
70913,108年03月17日 15時32分47秒,宜蘭縣三星鄉大洲路附近 / 宜蘭縣三星鄉上將路二段附近,死亡0;受傷1,普通重型-機車;普通重型-機車;營業用-小貨車(含客、貨兩用),121.728546,24.693091
70992,108年03月17日 17時20分42秒,宜蘭縣羅東鎮南昌街83號前0.0公尺附近,死亡0;受傷1,普通重型-機車,121.77238,24.671910999999998
71002,108年03月17日 17時30分00秒,宜蘭縣礁溪鄉礁溪路5段10號前0.0公尺北側,死亡0;受傷1,自用-小客車;自用-小客車,121.770936,24.824429000000002
71055,108年03月17日 18時21分00秒,宜蘭縣羅東鎮中山路3段口 / 宜蘭縣羅東鎮中山西街口,死亡0;受傷1,普通重型-機車;普通重型-機車,121.764423,24.674476000000002
71059,108年03月17日 18時25分00秒,宜蘭縣礁溪鄉吳沙村礁溪路一段與育英路口,死亡0;受傷2,普通重型-機車;普通重型-機車;普通重型-機車;電動自行車-慢車,121.761399,24.786182999999998
71188,108年03月17日 21時16分00秒,宜蘭縣羅東鎮民權路口 / 宜蘭縣羅東鎮中華路口,死亡0;受傷1,自用-小客車;普通重型-機車,121.766415,24.676396
71242,108年03月18日 00時10分38秒,宜蘭縣宜蘭市健康路3段北側 / 宜蘭縣宜蘭市國榮路西側,死亡0;受傷1,普通重型-機車;自用-小客車,121.749352,24.752917
71329,108年03月18日 07時35分04秒,宜蘭縣礁溪鄉匏杓崙路1-18號,死亡0;受傷1,自用-小客車;普通重型-機車,121.737325,24.783112
71332,108年03月18日 07時36分00秒,宜蘭縣蘇澳鎮延平路東側 / 宜蘭縣蘇澳鎮延平路,死亡0;受傷3,普通重型-機車;自用-小客車;自用-小客車;乘客-人;乘客-人,121.851752,24.593028
71361,108年03月18日 07時50分00秒,宜蘭縣宜蘭市中山路1段5巷16號前50.0公尺附近,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),121.769671,24.719863
71375,108年03月18日 07時55分31秒,宜蘭縣五結鄉191縣道路前0.0公尺,死亡0;受傷1,普通重型-機車;自用-小客車,121.790594,24.701554
71388,108年03月18日 08時00分25秒,宜蘭縣冬山鄉美和路1段口 / 宜蘭縣冬山鄉吉祥路,死亡0;受傷1,自用-小客車;普通重型-機車,121.771896,24.647378
