,發生時間,發生地點,死亡受傷人數,車種,經度,緯度
116324,108年05月06日 21時10分00秒,澎湖縣馬公市朝陽里四維路口 / 澎湖縣馬公市朝陽里光復路口,死亡0;受傷1,自用-小客車;普通重型-機車,119.576026,23.576791
116778,108年05月07日 11時19分00秒,澎湖縣湖西鄉澎13號道7公里處,死亡0;受傷2,普通重型-機車;乘客-人,119.635549,23.564121
116871,108年05月07日 13時26分00秒,澎湖縣白沙鄉縣道203線12.1公里處岔路口(講美段),死亡0;受傷1,普通重型-機車,119.59721100000002,23.633326
116972,108年05月07日 16時10分00秒,澎湖縣馬公市縣203線 3公里東側向外側,死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人,119.587502,23.569013
117760,108年05月08日 12時30分00秒,澎湖縣馬公市東文里新店路口 / 澎湖縣馬公市東文里文山路口,死亡0;受傷1,普通重型-機車;自用-小客車,119.585398,23.563677
117784,108年05月08日 13時02分00秒,澎湖縣馬公市光復里民福路89號前0.0公尺北側,死亡0;受傷4,自用-小客車;普通重型-機車;普通重型-機車;乘客-人;乘客-人,119.568974,23.567229
118080,108年05月08日 19時03分00秒,澎湖縣馬公市興仁里縣201線道路口 / 澎湖縣馬公市興仁里縣204線道路口,死亡0;受傷2,自用-小貨車(含客、貨兩用);自用-小客車,119.61067800000001,23.552517
118626,108年05月09日 12時20分00秒,澎湖縣馬公市重慶里民權路口 / 澎湖縣馬公市重慶里中興路口,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),119.56775900000001,23.566575
118712,108年05月09日 14時11分00秒,澎湖縣白沙鄉縣203線 12公里200.0公尺處北側向外側,死亡0;受傷2,普通重型-機車;乘客-人,119.59723799999999,23.634512
119029,108年05月09日 20時20分00秒,澎湖縣馬公市陽明里海埔路口 / 澎湖縣馬公市陽明里北辰街口,死亡0;受傷2,普通重型-機車;行人-人,119.57233500000001,23.568503
119660,108年05月10日 14時01分10秒,澎湖縣西嶼鄉縣203線 28公里400.0公尺處南側向外側,死亡0;受傷2,普通重型-機車;乘客-人,119.514885,23.613616
120787,108年05月11日 16時56分00秒,澎湖縣白沙鄉澎8號道3.9公里處岔路口(後寮段),死亡0;受傷1,自用-小客車;普通重型-機車,119.57668799999999,23.668122
120911,108年05月11日 19時47分00秒,澎湖縣馬公市重慶里光明路口 / 澎湖縣馬公市重慶里建國路口,死亡0;受傷1,普通重型-機車;計程車-小客車,119.566069,23.566138
121011,108年05月11日 22時05分00秒,澎湖縣馬公市光復里光復路265號前0.0公尺南側,死亡0;受傷1,普通重型-機車;自用-小客車,119.57401000000002,23.574968
121353,108年05月12日 12時30分00秒,澎湖縣馬公市陽明里新營路477號前0.0公尺東側,死亡0;受傷1,普通重型-機車;普通重型-機車,119.576523,23.566399
121701,108年05月12日 19時57分00秒,澎湖縣馬公市陽明里新明路口 / 澎湖縣馬公市陽明里同和路口,死亡0;受傷2,普通重型-機車;乘客-人,119.57503500000001,23.569388
121782,108年05月12日 22時32分00秒,澎湖縣馬公市陽明里陽明路口 / 澎湖縣馬公市陽明里永安街口,死亡0;受傷2,普通重型-機車;普通重型-機車;乘客-人,119.57328400000002,23.57287
122028,108年05月13日 09時01分00秒,澎湖縣馬公市縣202線 50.0公尺處西側向內側,死亡0;受傷1,普通重型-機車;普通重型-機車,119.599245,23.569082
122170,108年05月13日 11時24分20秒,澎湖縣白沙鄉澎8號線 1公里100.0公尺處西側向外側,死亡0;受傷2,普通重型-機車;乘客-人,119.58908999999998,23.649285
122203,108年05月13日 12時01分00秒,澎湖縣馬公市縣204線 660.0公尺處東側向外側,死亡0;受傷3,普通重型-機車;普通重型-機車;普通重型-機車,119.58625900000001,23.565865
122276,108年05月13日 13時25分00秒,澎湖縣馬公市縣204線 550.0公尺處西側向外側,死亡0;受傷2,普通重型-機車;普通重型-機車,119.58556200000001,23.566633
122466,108年05月13日 17時03分00秒,澎湖縣馬公市光榮里民族路144號北側,死亡0;受傷2,普通重型-機車;普通重型-機車,119.56777,23.57505
122893,108年05月14日 07時25分53秒,澎湖縣白沙鄉縣203線 12公里50.0公尺處東側向外側,死亡0;受傷1,普通重型-機車;腳踏自行車-慢車,119.59811299999998,23.632629
123035,108年05月14日 09時00分00秒,澎湖縣湖西鄉澎11號道0.2公里處,死亡0;受傷2,普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人,119.61481599999999,23.592516
123588,108年05月14日 19時06分00秒,澎湖縣湖西鄉澎19號道0.4公里處,死亡0;受傷1,普通重型-機車,119.657517,23.581347
