,發生時間,發生地點,死亡受傷人數,車種,經度,緯度
118857,108年05月09日 17時20分00秒,基隆市七堵區明德一路 / 基隆市七堵區崇孝街,死亡0;受傷1,計程車-小客車;腳踏自行車-慢車,121.711026,25.096584
118870,108年05月09日 17時30分00秒,基隆市仁愛區忠一路 / 基隆市仁愛區孝二路,死亡0;受傷1,自用-小客車;普通重型-機車;計程車-小客車,121.740917,25.130848
119005,108年05月09日 19時50分00秒,基隆市七堵區明德二路六堵橋,死亡0;受傷1,自用-小客車;普通重型-機車,121.693623,25.077924
119023,108年05月09日 20時15分00秒,基隆市仁愛區仁一路 / 基隆市仁愛區愛五路,死亡0;受傷2,普通重型-機車;普通重型-機車;乘客-人,121.74610700000001,25.129294
119136,108年05月09日 23時34分00秒,基隆市信義區深溪路 / 基隆市信義區深溪路,死亡0;受傷3,行人-人;自用-小客車;普通重型-機車;乘客-人,121.782279,25.133096
119255,108年05月10日 07時40分00秒,基隆市中正區中正路 / 基隆市中正區中正路,死亡0;受傷1,行人-人;普通重型-機車;普通重型-機車;乘客-人,121.76253200000001,25.142247
119320,108年05月10日 08時15分00秒,基隆市仁愛區忠一路 / 基隆市仁愛區港西街,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.73989499999999,25.131278
119377,108年05月10日 08時50分00秒,基隆市信義區信二路71號前0.0公尺,死亡0;受傷1,自用-小客車;普通重型-機車;自用-小客車,121.75546299999999,25.129042000000002
119414,108年05月10日 09時25分00秒,基隆市中山區中和路 / 基隆市中山區中和路,死亡0;受傷1,普通重型-機車;自用-小客車,121.71421799999999,25.150717999999998
119476,108年05月10日 10時35分00秒,基隆市中正區義一路 / 基隆市中正區信五路,死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人,121.74672199999999,25.134518
119637,108年05月10日 13時40分00秒,基隆市安樂區新西街安中產業道路,死亡0;受傷1,自用-小客車;乘客-人,121.71636200000002,25.16493
119648,108年05月10日 13時50分00秒,基隆市暖暖區源遠路345號,死亡0;受傷1,營業用-大貨車;普通輕型-機車;自用-小貨車(含客、貨兩用),121.75840500000001,25.099660999999998
120005,108年05月10日 19時30分00秒,基隆市仁愛區仁一路 / 基隆市仁愛區愛四路,死亡0;受傷2,普通重型-機車;普通重型-機車,121.74473400000001,25.130054
120064,108年05月10日 21時00分00秒,基隆市安樂區基金一路 / 基隆市安樂區基金二路,死亡0;受傷1,自用-小貨車(含客、貨兩用);行人-人,121.70329,25.141959
120065,108年05月10日 21時00分00秒,基隆市仁愛區南榮路60號前0.0公尺,死亡0;受傷1,自用-小客車;普通重型-機車,121.74268500000001,25.123881
120080,108年05月10日 21時21分00秒,基隆市暖暖區源遠路 / 基隆市暖暖區東碇路,死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人,121.75041399999999,25.095395
120200,108年05月11日 01時40分00秒,基隆市暖暖區台62線東向8.0K處,死亡0;受傷1,自用-小客車,121.748042,25.083616
120518,108年05月11日 11時55分00秒,基隆市中山區安一路81巷前0.0公尺,死亡0;受傷1,普通重型-機車;行人-人,121.737757,25.131387
120536,108年05月11日 12時12分00秒,基隆市仁愛區31號橋頭編號30185燈桿處,死亡0;受傷2,普通重型-機車;普通重型-機車;自用-小客車,121.73940400000001,25.128783
