,發生時間,發生地點,死亡受傷人數,車種,經度,緯度
228,108年02月07日 14時47分00秒,彰化縣埤頭鄉合興村彰水路2段 / 彰化縣埤頭鄉合興村埤圳南路,死亡1;受傷1,自用-小客車;自用-小客車;自用-小客車;乘客-人;乘客-人,120.458886,23.880378
240,108年02月10日 18時05分00秒,彰化縣員林市南平里員林大道5段 / 彰化縣員林市南平里龍富街,死亡1;受傷0,自用-小客車;普通重型-機車,120.568593,23.972075
252,108年02月12日 06時24分00秒,彰化縣線西鄉寓埔村中華路 / 彰化縣線西鄉寓埔村中央路2段,死亡1;受傷1,自用-小貨車(含客、貨兩用);自用-小客車,120.456234,24.136288
285,108年02月18日 14時31分00秒,彰化縣二林鎮香田里儒林路前0.0公尺,死亡1;受傷0,營業用-大貨車;普通重型-機車,120.371337,23.873271
296,108年02月20日 09時24分00秒,彰化縣花壇鄉南口村中山路2段前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.535514,24.036578
317,108年02月25日 19時16分00秒,彰化縣彰化市國聖里中山路3段前0.0公尺,死亡1;受傷1,普通重型-機車;動力機械-其他車;普通重型-機車,120.581193,24.104004
367,108年03月08日 07時05分00秒,彰化縣埔鹽鄉埔鹽村彰水路2段149弄前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.471063,24.000326
371,108年03月09日 16時45分50秒,彰化縣和美鎮國道3號 192公里200.0公尺處南側向中線,死亡1;受傷21,自用-小客車;遊覽車-大客車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人,120.528462,24.126723
386,108年03月12日 22時27分00秒,彰化縣員林市大明里員集路2段28號前0.0公尺前,死亡1;受傷1,自用-小客車;普通重型-機車;自用-小客車;自用-小客車;乘客-人,120.57602,23.936112
407,108年03月16日 18時55分00秒,彰化縣福興鄉番社村柳橋路6段前6.5公尺北側,死亡1;受傷1,普通重型-機車;自用-小客車;普通重型-機車,120.43389,24.057203
424,108年03月19日 22時00分00秒,彰化縣秀水鄉安東村彰水路1段 / 彰化縣秀水鄉安東村彰水路1段,死亡1;受傷0,自用-小客車;普通重型-機車,120.507022,24.044298
435,108年03月21日 23時30分00秒,彰化縣溪湖鎮東溪里員鹿路1段477號前0.0公尺前,死亡1;受傷1,腳踏自行車-慢車;自用-小客車;乘客-人,120.460195,24.007522
442,108年03月23日 22時59分00秒,彰化縣溪州鄉西畔村西斗路620號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.53432,23.84438
473,108年03月30日 00時59分00秒,彰化縣線西鄉寓埔村中央路2段 / 彰化縣線西鄉寓埔村和線路,死亡1;受傷0,自用-小客車;普通重型-機車,120.470862,24.130997
477,108年03月31日 05時10分00秒,彰化縣彰化市下廍里永安街250號前0.0公尺前,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車;自用-小貨車(含客、貨兩用),120.543975,24.089004
488,108年04月02日 04時45分00秒,彰化縣埔鹽鄉南港村柳橋路4段前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.500544,23.994274
493,108年04月03日 19時37分00秒,彰化縣二林鎮後厝里斗苑路4段 / 彰化縣二林鎮後厝里太平路1段,死亡1;受傷1,大型重型2(250-550C.C.)-機車;行人-人;自用-小客車,120.378436,23.899396
494,108年04月03日 20時01分00秒,彰化縣二林鎮北平里仁愛路350號前0.0公尺前,死亡1;受傷1,行人-人;普通重型-機車,120.372059,23.903619
498,108年04月05日 07時34分00秒,彰化縣大城鄉東城村東平路前0.0公尺,死亡1;受傷0,自用-大貨車;普通重型-機車,120.326695,23.860868
500,108年04月05日 15時45分00秒,彰化縣芳苑鄉漢寶村大同路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.362743,24.00428
506,108年04月06日 05時57分00秒,彰化縣線西鄉德興村線東路2段101號前0.0公尺前,死亡1;受傷0,普通重型-機車,120.479997,24.129397
573,108年04月20日 20時11分00秒,彰化縣大村鄉茄苳村茄苳路2段61號前0.0公尺,死亡1;受傷2,普通重型-機車;行人-人;普通重型-機車,120.54201,24.006772
